Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Purchase Date,Ship Date,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Discount Amount,Cost Price,Sale Price
Africa,Ghana,Volta,ABC Computers,9,Lenovo,IdeaPad Flex 5,HDD,16GB,1TB,Ashley,Nelson,-4798,julieromero@example.com,Jessica Morgan,Repairs,Finance,44783,N/A,Offline,Medium,4974,272,20218,5739,749,432,18148,21599
Africa,Botswana,South-East,Benjis Tech,1,Toshiba,Chromebook,SSD,8GB,256GB,Erik,Mejia,+1-341-480-7347x62436,avasquez@example.com,Sarah Riley,Second-hand Sales,Finance,44837,N/A,Offline,Low,0,72,27604,19954,512,222,23956,28197
North America,Illinois,Orland Park,CK Tech Store,6,Samsung,Notebook Flash,HDD,8GB,1TB,Lawrence,Dunn,638.564.5068x9971,duranjennifer@example.com,Jason Phillips,Repairs,Bank Transfer,44985,45010,Online,Low,2749,332,12396,0,519,629,11659,15641
North America,California,Anaheim,Western International PCs,6,MSI,Modern 15,HDD,8GB,500GB,Michael,Costa,001-950-778-3412,anthonywalker@example.net,Andrew Miranda,Second-hand Sales,Cash,44961,44976,Online,Medium,0,223,14299,0,416,556,14242,17012
Africa,Morocco,Agadir-Ida Ou Tanane,ABC Computers,6,Dell,Latitude,HDD,2GB,500GB,Stephen,Harris,2519487031,sextonbrian@example.org,Emma Scott,Returns,Bank Transfer,44845,44860,Online,High,0,645,15946,0,435,300,13331,17317
North America,New York,New York,CK Tech Store,5,Asus,Chromebook Flip C434,HDD,4GB,256GB,Mary,Stewart,(527)430-6888x09476,angelachambers@example.com,Sean Guerrero,Returns,Cash,45004,45017,Online,High,0,179,12829,0,687,945,11318,13634
Africa,Tanzania,Ruvuma,Ricks Computers,1,Asus,ROG Zephyrus S GX701,HDD,4GB,1TB,Tina,Wood,582-747-9669,rachelturner@example.net,David Osborn,Returns,Finance,44968,44992,Online,Medium,0,309,8286,12045,426,240,8211,10214
Africa,Ghana,Upper East,KyaSand Tech Gadgets,5,Acer,Aspire 7,SSD,8GB,500GB,Susan,Morgan,858-937-6992,victoria36@example.com,Kevin Lee,New Sales,Cash,45225,N/A,Offline,Medium,0,64,14269,0,682,651,11354,15642
Africa,Angola,Lunda Norte,Greens Laptops and PCs,8,Microsoft,Surface Laptop,SSD,4GB,256GB,Joshua,Dixon,001-593-134-9142x1523,stephanie28@example.com,Lori Anderson,New Sales,Bank Transfer,44901,N/A,Offline,High,0,654,26126,0,694,829,22857,26615
Africa,Morocco,Fes,Western International PCs,2,Acer,Aspire 7,SSD,4GB,1TB,Nathaniel,Garcia,8305639632,kevinluna@example.org,Adam Schwartz,Repairs,Cash,44913,N/A,Offline,Medium,1063,571,4728,0,573,392,2614,5464
North America,Texas,Laredo,DEF Machines,1,MSI,P65 Creator,SSD,2GB,1TB,John,Donovan,001-410-812-2182x616,williamdavis@example.com,Ashley Wright,New Sales,Cash,44848,N/A,Offline,Low,0,950,16306,0,845,36,15217,17224
Africa,Morocco,Taroudant,Greens Laptops and PCs,4,Microsoft,Surface Neo,SSD,8GB,500GB,William,Gregory,001-840-246-9513x31980,browningwendy@example.com,Emma Scott,New Sales,Cash,45318,N/A,Offline,High,0,902,5316,0,626,582,3538,6982
North America,Michigan,Holland,ABC Computers,7,HP,Chromebook,SSD,4GB,256GB,Candice,Carney,(606)755-5573x8325,fletchererica@example.org,Erika Larsen,Repairs,Cash,44595,N/A,Offline,Medium,2017,725,25390,0,655,189,23335,25556
North America,Georgia,Alpharetta,Jacks Hardware,9,Toshiba,Qosmio,HDD,16GB,500GB,Micheal,Myers,797-279-0968,zacharymurray@example.net,Christine Ramirez,Returns,Cash,44413,N/A,Offline,Medium,0,272,19515,0,481,297,17800,21632
North America,Illinois,Hoffman Estates,KyaSand Tech Gadgets,4,Microsoft,Surface Laptop,SSD,16GB,500GB,Lori,Thomas,694-603-8425x5802,jonesrobin@example.com,Katie Fernandez,New Sales,Bank Transfer,44837,44864,Online,Medium,0,213,24642,0,427,679,20796,25204
North America,Ohio,Westerville,DEF Machines,9,Toshiba,Portege,SSD,4GB,1TB,Natalie,Russell,(408)123-5192,adam75@example.org,Mr. Nathan Douglas,New Sales,Cash,44580,44598,Online,Medium,0,401,22692,0,722,402,21871,25022
Africa,Angola,Benguela,A & A PCs,6,Dell,Precision,HDD,8GB,500GB,Stephanie,Dougherty,(285)883-3255x80732,steven25@example.com,Hector Robertson,Repairs,Finance,44897,N/A,Offline,Low,3842,998,23624,34908,602,919,22857,25277
Africa,Tanzania,Pemba Kaskazini,LJ Computers,4,Apple,Apple MacBook Air,HDD,8GB,500GB,Lynn,Palmer,864.856.9286,stephaniebullock@example.com,Alicia Evans,Repairs,Bank Transfer,44423,44440,Online,Medium,3477,470,26456,0,448,574,24114,27842
Africa,Angola,Benguela,Western International PCs,5,Dell,Precision,SSD,2GB,256GB,Kenneth,Carroll,(686)071-7013x4475,fergusonanthony@example.org,Hector Robertson,New Sales,Finance,44868,N/A,Offline,High,0,200,19439,27301,412,963,15648,20572
North America,Pennsylvania,Bethlehem,Ricks Computers,5,Samsung,Notebook 9 Pro,SSD,4GB,256GB,Victor,Sawyer,(531)006-3644x6220,robertsonkayla@example.org,Carl Davis,Second-hand Sales,Bank Transfer,44425,N/A,Offline,Low,0,239,11928,0,553,320,11611,15028
Africa,Angola,Huambo,Benjis Tech,8,HP,Elitebook,SSD,4GB,256GB,Michael,Patel,+1-921-232-6931x43861,diane22@example.org,James Thornton,Second-hand Sales,Finance,44822,N/A,Offline,High,0,739,21669,15733,587,163,18090,22909
Africa,Kenya,Turkana,DEF Machines,5,Apple,Apple MacBook Pro,SSD,4GB,256GB,Rachel,Glass,126.913.7785x754,parkeryolanda@example.net,Cassandra Mcmillan,New Sales,Cash,44306,N/A,Offline,High,0,755,27454,0,587,382,26229,29903
Africa,Angola,Namibe,ABC Computers,10,Microsoft,Surface Book,SSD,8GB,256GB,Jeffrey,Olson,815-812-8779x3737,edwarddaniels@example.org,Kimberly Duncan,New Sales,Finance,44619,N/A,Offline,High,0,398,14050,41654,430,130,13273,15898
Africa,Morocco,Assa-Zag,Ricks Computers,2,Asus,ROG Zephyrus S GX701,HDD,8GB,1TB,Matthew,Nelson,+1-889-239-4611x1555,amanda06@example.com,Adam Schwartz,Second-hand Sales,Bank Transfer,45197,N/A,Offline,Low,0,274,28936,0,679,601,25222,30012
North America,Ohio,Euclid,Western International PCs,6,Asus,Chromebook Flip C434,SSD,4GB,500GB,Karen,Ortega,001-874-698-6990x68883,charles86@example.com,Roger Cole,Second-hand Sales,Finance,44401,N/A,Offline,High,0,356,13103,10324,483,888,12638,15895
North America,Texas,Frisco,Jacks Hardware,5,Acer,Swift 3,SSD,8GB,1TB,Brianna,Cruz,001-163-997-8033x97880,vserrano@example.net,Lauren Morales,Repairs,Cash,44404,N/A,Offline,Medium,3290,922,19357,0,836,399,14998,19714
Africa,Morocco,Laayoune-Sakia El Hamra,Western International PCs,2,Toshiba,Qosmio,HDD,4GB,256GB,Rebecca,Andrews,001-727-951-1477,whoward@example.org,Gina Day,Second-hand Sales,Cash,44562,N/A,Offline,High,0,13,8634,0,848,724,6927,10698
North America,Pennsylvania,Williamsport,A & A PCs,3,HP,Spectre,SSD,8GB,256GB,Jerry,Doyle,729-186-3406x512,schneidermicheal@example.com,Beth James,Second-hand Sales,Finance,45225,N/A,Offline,Low,0,937,9176,10956,557,605,6538,11374
North America,Pennsylvania,Lancaster,Mini Tech,3,Apple,Apple Macintosh Classic,HDD,4GB,256GB,Jacob,Mills,858-901-6124x696,dominguezcaleb@example.net,Leah Watts,New Sales,Bank Transfer,45223,45225,Online,Medium,0,171,7047,0,672,20,4792,8199
North America,Florida,Tallahassee,CK Tech Store,7,Acer,Swift 3,SSD,8GB,1TB,Kenneth,Leon,001-720-541-8068x7533,joshuafitzpatrick@example.com,Rachel Rowe,Second-hand Sales,Finance,45205,N/A,Offline,High,0,856,26163,30051,667,911,24169,27570
North America,North Carolina,Hickory,Western International PCs,6,Asus,VivoBook Flip 14,HDD,8GB,256GB,Samantha,Green,+1-199-746-7671x3307,glynch@example.net,Tamara Clark,Repairs,Bank Transfer,44369,N/A,Offline,Medium,2750,629,25423,0,569,308,24789,28637
Africa,Angola,Luanda,Mini Tech,7,Toshiba,Dynabook,SSD,16GB,500GB,David,Clayton,(669)889-4344,matthew40@example.org,Kimberly Duncan,Repairs,Finance,44497,N/A,Offline,High,2054,840,32105,41311,702,526,28971,33885
Africa,Morocco,Guelmim-Oued Noun,Jacks Hardware,7,MSI,GP76 Leopard,SSD,4GB,1TB,Daniel,Massey,4068050296,loveangela@example.org,Jessica Thomas,Returns,Bank Transfer,45075,N/A,Offline,High,0,359,14021,0,432,752,12813,17794
North America,Pennsylvania,Altoona,GH PC Shop,7,Acer,ConceptD 5,SSD,2GB,500GB,Allison,English,(307)132-1331x751,reidshawn@example.com,Lisa Graham,New Sales,Cash,45261,45283,Online,Low,0,810,8288,0,709,898,6516,10082
Africa,Ethiopia,Dire Dawa,Benjis Tech,10,Acer,Predator Triton 500,HDD,4GB,256GB,Kimberly,Hill,159.434.5992x1933,tsanford@example.org,Kenneth Herring,New Sales,Bank Transfer,44765,44771,Online,High,0,332,28662,0,427,643,25889,29194
Africa,Nigeria,Niger,A & A PCs,9,Toshiba,Qosmio,HDD,4GB,256GB,Barbara,Nash,483-386-9201,michael73@example.net,Mary Shaw,Second-hand Sales,Cash,45241,N/A,Offline,Medium,0,529,17806,0,528,732,15165,18507
North America,Florida,Palm Bay,DEF Machines,2,Samsung,Notebook Flash,HDD,2GB,1TB,Angela,Smith,856.162.2886,kramermichael@example.net,Mark Evans,Second-hand Sales,Finance,45145,45166,Online,Low,0,889,4518,1148,820,355,3179,5578
Africa,Morocco,Safi,Ricks Computers,6,Toshiba,Chromebook,HDD,2GB,1TB,Gregory,Lewis,524-959-5651x617,lyates@example.com,Gina Day,New Sales,Cash,45306,45315,Online,High,0,288,12555,0,618,583,8586,13566
Africa,Nigeria,Osun,Benjis Tech,2,MSI,GF63 Thin,HDD,16GB,1TB,Mark,Spears,+1-890-112-2739x35370,melvin44@example.net,Pamela Morgan,Returns,Finance,45060,45073,Online,High,0,40,12771,29780,672,684,11690,14588
North America,Ohio,Middletown,Greens Laptops and PCs,8,Lenovo,ThinkPad P15s,SSD,4GB,1TB,Deborah,Miller,(368)982-1775x8488,allenstephen@example.org,Roger Cole,Returns,Bank Transfer,44586,N/A,Offline,High,0,245,32560,0,599,107,28834,33044
North America,Ohio,Youngstown,Western International PCs,8,Microsoft,Surface Laptop,HDD,4GB,1TB,Larry,Olsen,+1-514-212-9242x95045,kristinbutler@example.net,Jason Gentry,New Sales,Bank Transfer,44295,44301,Online,High,0,656,15764,0,540,555,15725,18561
Africa,Nigeria,Anambra,Ricks Computers,3,Lenovo,IdeaPad Flex 5,HDD,4GB,256GB,Kent,Hall,1743422709,nealcraig@example.org,Collin Bryant,Repairs,Finance,44468,44486,Online,High,3838,407,14580,2846,698,133,14301,17168
North America,Pennsylvania,Oil City,GH PC Shop,5,HP,Stream,SSD,16GB,500GB,Christopher,Rice,-6957,benjamin14@example.net,Leah Watts,New Sales,Cash,44536,44548,Online,Low,0,515,20713,0,749,718,20691,23748
Africa,South Africa,Northern Cape,Ricks Computers,7,MSI,Alpha 15,SSD,16GB,1TB,Jessica,Gonzales,+1-045-846-2512x329,judy98@example.com,Daniel Lane,Repairs,Bank Transfer,45079,N/A,Offline,Medium,3604,159,31664,0,826,940,28779,31967
North America,Michigan,Holland,Mini Tech,4,MSI,GE76 Raider,SSD,8GB,500GB,Amanda,Conner,(974)100-6213x5591,yhaney@example.net,Casey Dunn,Second-hand Sales,Finance,44313,44325,Online,Medium,0,246,28014,29227,774,40,26448,31337
Africa,Egypt,Minya,Frankies Hardware and Software,10,HP,Chromebook,HDD,16GB,1TB,Isaac,Gonzalez,510-494-5389,nathan38@example.org,Allison Gilbert,New Sales,Finance,44581,44599,Online,High,0,396,7676,27741,643,865,7280,9383
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,2,Dell,Vostro,HDD,8GB,256GB,James,Watkins,672.694.1729x4599,colton97@example.com,Jacob Spencer,Second-hand Sales,Bank Transfer,44564,N/A,Offline,Low,0,696,5759,0,704,14,5176,7901
Africa,Nigeria,Ogun,Benjis Tech,1,Apple,Apple Mac Pro,HDD,8GB,500GB,Cassandra,Sanders,+1-777-298-2232x87444,kathleen40@example.net,Diana Waters,Repairs,Bank Transfer,44956,44980,Online,Medium,1627,396,33407,0,673,401,29303,33907
Africa,Kenya,Baringo,KyaSand Tech Gadgets,2,Lenovo,IdeaPad 5,SSD,8GB,500GB,Elizabeth,Smith,+1-382-118-7990x73535,andersonmaria@example.net,Amy Johnson,Repairs,Bank Transfer,44665,N/A,Offline,High,2177,430,9612,0,452,895,7182,11546
Africa,Tanzania,Ruvuma,Greens Laptops and PCs,7,Microsoft,Surface Laptop,HDD,2GB,256GB,Rhonda,Taylor,(985)259-4439x98216,jking@example.com,Mitchell Atkins,Repairs,Bank Transfer,45280,N/A,Offline,Low,4898,336,8941,0,576,929,7762,10541
Africa,Morocco,Berkane,S & A Computer Place,4,Apple,Apple Lisa,SSD,2GB,1TB,Dale,Brown,+1-962-393-6885x56661,scottmartinez@example.org,Brian Johnson,Returns,Bank Transfer,44909,44929,Online,High,0,464,29712,0,713,69,28302,31332
North America,Florida,Hialeah,A & A PCs,8,Microsoft,Surface Duo,HDD,4GB,1TB,Jessica,Meyers,788-595-7958x4056,nbradford@example.com,Mary Kidd,Repairs,Cash,44833,44862,Online,High,2478,648,9234,0,652,326,6283,9932
North America,Georgia,Statesboro,GHI Machines,3,Dell,XPS,SSD,2GB,500GB,Robert,Richards,001-289-468-2899,murraymonique@example.com,Christine Ramirez,Second-hand Sales,Cash,44432,44453,Online,Medium,0,389,7265,0,689,907,6249,10694
Africa,Nigeria,Ogun,Ricks Computers,2,Samsung,Notebook 5,HDD,2GB,500GB,Jackie,Garcia,001-572-344-8670x241,ovasquez@example.net,Brian Gonzales,Returns,Finance,45040,45049,Online,Medium,0,386,29823,43466,607,319,28935,31625
North America,California,Irvine,ABC Computers,5,Samsung,Galaxy Book S,HDD,4GB,500GB,Deborah,Ayala,-3588,andrewstodd@example.net,Rachel Mitchell,New Sales,Bank Transfer,44749,N/A,Offline,Medium,0,205,30411,0,437,801,28474,31455
North America,North Carolina,Raleigh,DEF Machines,3,Toshiba,Portege,HDD,2GB,500GB,Troy,Alvarez,(211)823-4197x097,jamesgarcia@example.net,Eric Hall,Repairs,Finance,45158,45188,Online,Medium,4636,897,25466,36348,445,812,23894,28885
North America,Pennsylvania,Hermitage,ABC Computers,4,Asus,ZenBook Flip S UX371,SSD,8GB,1TB,Stacy,Gregory,(450)669-9950x46427,joneslisa@example.com,Nathan Villarreal,New Sales,Cash,44710,44718,Online,Low,0,797,5176,0,573,236,4270,7519
North America,Pennsylvania,Allentown,Benjis Tech,9,Toshiba,Qosmio,SSD,4GB,256GB,William,Johnson,877-994-7320x4210,ngoodman@example.net,Thomas Perry,New Sales,Bank Transfer,45112,N/A,Offline,Medium,0,915,8286,0,667,107,6911,9903
North America,Pennsylvania,Bethlehem,LJ Computers,4,Samsung,Notebook Flash,HDD,16GB,1TB,Matthew,Hall,(879)583-1745,taylorkenneth@example.org,Nathan Villarreal,Second-hand Sales,Bank Transfer,44857,44858,Online,Low,0,922,23377,0,739,657,23044,25110
Africa,Ethiopia,Tigray,A & A PCs,6,Microsoft,Surface Duo,HDD,2GB,256GB,Christopher,Shah,680-371-6790,perryangela@example.org,Michael Summers,Second-hand Sales,Finance,44774,N/A,Offline,High,0,891,16766,18402,630,750,16091,18265
Africa,Angola,Luanda,GHI Machines,10,Lenovo,ThinkPad X1 Carbon,HDD,2GB,500GB,Autumn,Hall,966.864.3653x1566,mwallace@example.net,Kenneth Willis,Repairs,Cash,44562,N/A,Offline,Medium,1275,87,6151,0,727,771,3642,7931
Africa,South Africa,Mpumalanga,GH PC Shop,8,Apple,Apple Mac Pro,SSD,4GB,500GB,Henry,Pineda,284-948-3585,barbara02@example.com,Jonathan Huang,New Sales,Finance,44814,N/A,Offline,Medium,0,222,32577,4811,803,483,29566,34207
North America,North Carolina,New Bern,Frankies Hardware and Software,4,Asus,ProArt StudioBook Pro X,HDD,8GB,1TB,Eric,Shaw,(073)466-1430x341,mistyberry@example.com,Catherine Cuevas,New Sales,Finance,45284,N/A,Offline,Medium,0,744,26756,46847,690,869,23984,28780
North America,Georgia,East Point,Jacks Hardware,8,HP,Elitebook,HDD,4GB,1TB,Betty,Cohen,052.381.7661,rachelrobinson@example.com,Chris Jones,Second-hand Sales,Finance,44686,N/A,Offline,Medium,0,614,29946,37624,826,181,28847,31780
Africa,Nigeria,Taraba,Ricks Computers,1,Toshiba,Libretto,HDD,4GB,500GB,Lisa,Garcia,+1-628-997-6631x8318,jacobswesley@example.org,Lisa Morgan,Repairs,Bank Transfer,44446,N/A,Offline,Medium,2696,843,11767,0,629,504,8399,12154
North America,North Carolina,Charlotte,XYZ Tech,7,Lenovo,IdeaPad Flex 5,SSD,2GB,256GB,Lance,Ingram,591-053-0607,shicks@example.net,Brittany Franklin,Second-hand Sales,Cash,44633,N/A,Offline,Medium,0,780,12384,0,563,741,9011,13689
North America,Pennsylvania,Monessen,Jacks Hardware,6,Asus,ProArt StudioBook Pro X,HDD,2GB,500GB,Andrea,Smith,(182)484-4878x91351,vclark@example.org,Julia Dodson,Second-hand Sales,Cash,44874,44882,Online,Low,0,583,9144,0,713,716,6778,10221
North America,Michigan,Grand Rapids,ABC Computers,10,Lenovo,ThinkPad T14,HDD,8GB,1TB,Kara,Smith,(797)515-7262x919,umarshall@example.net,Veronica Larson,New Sales,Finance,44579,N/A,Offline,Medium,0,736,13853,23841,817,116,12042,14831
North America,Georgia,Johns Creek,Frankies Hardware and Software,8,MSI,GP65 Leopard,HDD,2GB,1TB,Tina,Carter,719-221-5248,kaylagonzalez@example.net,Ashley Thomas,New Sales,Bank Transfer,44396,44400,Online,Low,0,433,13212,0,407,162,8768,13323
North America,Georgia,Douglasville,Western International PCs,3,Dell,Vostro,SSD,16GB,1TB,Rebecca,Davenport,+1-560-137-0846x1242,sara47@example.com,Michael Turner,New Sales,Cash,45119,N/A,Offline,Medium,0,320,31945,0,497,651,29216,32223
North America,Texas,Dallas,XYZ Tech,10,Acer,Chromebook Spin 311,HDD,2GB,1TB,Megan,Lynch,235-472-1460x8916,nhill@example.com,Melanie Taylor,New Sales,Bank Transfer,45284,N/A,Offline,Low,0,633,29471,0,647,135,29178,33404
North America,North Carolina,Havelock,CK Tech Store,3,MSI,P65 Creator,SSD,16GB,1TB,Marcus,Salinas,(018)395-7245,alexis67@example.org,Morgan Moore,Second-hand Sales,Bank Transfer,44656,N/A,Offline,High,0,73,11519,0,717,327,8728,12929
North America,Texas,Odessa,XYZ Tech,4,Lenovo,ThinkPad X13 Yoga,SSD,16GB,1TB,Kayla,Hughes,709.612.4091x917,gary58@example.org,Mike Miranda,Second-hand Sales,Cash,44593,44602,Online,High,0,684,17750,0,836,617,15339,17947
North America,Ohio,Euclid,Western International PCs,10,Asus,ROG Strix Scar III,SSD,16GB,500GB,Michael,Avery,2567372685,joanna51@example.net,Mr. Nathan Douglas,Repairs,Bank Transfer,44376,44390,Online,Low,1022,717,14050,0,742,108,13513,17784
North America,Michigan,Ann Arbor,LJ Computers,7,Samsung,Notebook Flash,HDD,16GB,256GB,Ronald,Santana,001-046-253-0768x4770,chad12@example.net,Allen Juarez,Returns,Bank Transfer,44582,N/A,Offline,Low,0,252,26000,0,753,454,21264,26011
North America,Texas,Round Rock,CK Tech Store,8,Acer,Aspire E 15,HDD,16GB,1TB,Michelle,Cox,334.474.8240x17619,mlove@example.com,Ashley Wright,Second-hand Sales,Cash,44729,N/A,Offline,Low,0,721,17661,0,832,377,15474,18611
Africa,Tanzania,Kilimanjaro,CK Tech Store,8,Dell,Vostro,HDD,8GB,256GB,Amanda,Parker,053-577-7811x38203,debra90@example.com,Corey Rasmussen,Returns,Bank Transfer,45162,45191,Online,Low,0,487,11472,0,492,21,9752,12342
North America,Texas,Laredo,GHI Machines,6,Toshiba,Dynabook,HDD,4GB,500GB,Lindsey,Landry,476-084-7674x624,kwashington@example.org,Lauren Morales,Second-hand Sales,Finance,44573,44581,Online,Low,0,477,26841,20131,670,381,24356,26892
Africa,Egypt,Aswan,ABC Computers,10,Samsung,Notebook 9 Pen,SSD,16GB,500GB,Tonya,Hayes,8906414434,bdawson@example.net,Allison Gilbert,New Sales,Finance,45222,N/A,Offline,Medium,0,226,25149,40316,812,632,23984,26988
North America,Illinois,Champaign,ABC Computers,7,Acer,ConceptD 5,HDD,16GB,500GB,Sarah,Ortiz,(103)624-3981x217,darryl74@example.com,Curtis Tucker,Second-hand Sales,Finance,44267,N/A,Offline,Medium,0,730,17384,29981,556,532,15216,17485
Africa,Nigeria,Osun,Greens Laptops and PCs,6,HP,ZBook,HDD,4GB,256GB,Robin,Sweeney,965.285.1599x843,harrisallen@example.net,Brian Gonzales,New Sales,Finance,45319,N/A,Offline,High,0,658,7230,36917,420,636,6830,9815
North America,Georgia,Peachtree City,Western International PCs,6,HP,Pavilion,SSD,2GB,256GB,Cynthia,Morris,205.747.1320,jennifer01@example.com,Christine Ramirez,Second-hand Sales,Bank Transfer,45107,45131,Online,Low,0,228,14268,0,631,216,10673,14332
North America,Ohio,Columbus,LJ Computers,9,HP,Envy,HDD,4GB,1TB,Mason,Turner,(339)625-7643,kristina19@example.net,Max Mccann,Returns,Cash,45083,N/A,Offline,High,0,695,28500,0,514,314,25888,28710
North America,California,Fresno,LJ Computers,5,Acer,ConceptD 5,SSD,16GB,1TB,Sara,Ware,(156)454-8927,jonesdavid@example.org,Sean Rodriguez,New Sales,Cash,44599,N/A,Offline,Low,0,414,14618,0,423,676,13877,17682
North America,North Carolina,Fayetteville,CK Tech Store,6,Apple,Apple Mac Pro,HDD,16GB,256GB,Allison,Moody,249.555.0124,christine33@example.com,Morgan Moore,Repairs,Cash,44937,N/A,Offline,High,2460,954,26698,0,522,340,26406,30763
North America,Georgia,Warner Robins,KyaSand Tech Gadgets,5,MSI,GP76 Leopard,HDD,16GB,256GB,Lindsey,Mitchell,826-095-3013,thomas38@example.net,Ashley Thomas,Repairs,Finance,44628,N/A,Offline,Medium,1555,245,6659,14401,515,240,5152,7337
North America,Michigan,Southfield,DEF Machines,5,MSI,GS75 Stealth,HDD,2GB,1TB,Andrea,Zimmerman,+1-224-001-7379x10457,evansanthony@example.com,Tiffany Velez,New Sales,Finance,44629,44644,Online,High,0,669,26612,35419,828,878,23468,27731
North America,Pennsylvania,Hazleton,GH PC Shop,7,Lenovo,Legion 5,HDD,8GB,500GB,Curtis,Bartlett,055-198-2703,natashastephenson@example.org,Leah Watts,Repairs,Cash,44732,44733,Online,Low,2383,777,13223,0,682,250,11104,13674
Africa,Tanzania,Mwanza,XYZ Tech,3,Dell,G Series,HDD,4GB,1TB,Janet,Salazar,731-763-4960,barbara04@example.org,Mary Fisher,New Sales,Finance,44364,44387,Online,Medium,0,575,9911,17632,558,509,8289,12945
North America,Michigan,Ypsilanti,Greens Laptops and PCs,1,Samsung,Chromebook 4,SSD,2GB,1TB,Jennifer,Scott,001-743-297-7497,brittanymelton@example.org,Michael Gomez,New Sales,Finance,44743,44758,Online,Medium,0,89,16755,20146,504,880,14740,18996
North America,New York,Freeport,CK Tech Store,2,MSI,GF63 Thin,HDD,8GB,500GB,Angela,Alexander,(247)443-9734x5527,rachelhorn@example.com,Ashley Miranda,Second-hand Sales,Cash,44948,44954,Online,Medium,0,182,15771,0,521,94,12498,17324
North America,Texas,Plano,LJ Computers,4,Acer,Swift 3,SSD,2GB,500GB,Kim,Lee,+1-244-355-0103x994,whamilton@example.com,Laurie Wright,Repairs,Bank Transfer,44713,44739,Online,Medium,4337,386,30768,0,514,921,29266,32657
North America,Florida,Davie,ABC Computers,6,Apple,Apple PowerBook G4,SSD,16GB,500GB,Megan,Miller,(046)153-6597,heatherwinters@example.com,Mark Evans,Second-hand Sales,Bank Transfer,44271,N/A,Offline,Low,0,167,9576,0,786,840,7855,12805
